id,name,title,description,priority,assign_date,task_1,task_2,task_3,task_4,completion_date,mood,mood_task_logic
89,Vikram,Bug Fixing (copy),Module-level testing [updated],low,9/7/2025,Refactor code *,Build charts,Improve UI,Review logs,9/10/2025,Neutral,Perform regular tasks; Moderate workload management
38,Vikram,Design UI (copy),Frontend redesign [updated],urgent,9/14/2025,Refactor code *,Prepare PR,Test filters,Clean data,9/17/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
1,Rohan,Fix login bug (copy),Frontend redesign [updated],high,9/5/2025,Deploy *,Refactor code,Write REA,Test filters,9/10/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
6,Rohan,Update API (copy),Module-level testing [updated],medium,10/14/2025,Improve UI *,Deploy,Write REA,Clean data,10/16/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
92,Neha,Bug Fixing (copy),Module-level testing [updated],medium,9/26/2025,Improve UI *,Build charts,Write REA,Refactor code,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
84,Priya,Fix login bug (copy),Update backend APIs [updated],low,10/21/2025,Deploy *,Write REA,Build charts,Improve UI,10/24/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
25,Priya,Bug Fixing (copy),Build analytics dashboard [updated],high,10/18/2025,Write REA *,Review logs,Build charts,Refactor code,10/21/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
76,Vikram,Analyze Data (copy),Update backend APIs [updated],urgent,9/14/2025,Clean data *,Design DB,Refactor code,Test filters,9/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
13,Priya,Analyze Data (copy),Minor bug fixes [updated],high,9/30/2025,Test filters *,Design DB,Clean data,Write REA,10/3/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
61,Supriya,Create Report (copy),Build analytics dashboard [updated],high,9/11/2025,Design DB *,Clean data,Build charts,Prepare PR,9/12/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
8,Karan,Enhance Security (copy),Module-level testing [updated],low,10/2/2025,Deploy *,Refactor code,Improve UI,Write REA,10/4/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
28,Supriya,Bug Fixing (copy),Update backend APIs [updated],low,10/19/2025,Design DB *,Deploy,Build charts,Write REA,10/23/2025,Neutral,Perform regular tasks; Moderate workload management
17,Supriya,Optimize Query (copy),Improve performance [updated],low,10/24/2025,Write REA *,Design DB,Test filters,Clean data,10/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
90,Priya,Enhance Security (copy),Update backend APIs [updated],low,9/8/2025,Design DB *,Build charts,Refactor code,Write REA,9/11/2025,Neutral,Perform regular tasks; Moderate workload management
70,Simran,Optimize Query (copy),Module-level testing [updated],urgent,10/12/2025,Write REA *,Clean data,Review logs,Design DB,10/14/2025,Neutral,Perform regular tasks; Moderate workload management
70,Simran,Optimize Query (copy),Module-level testing [updated],urgent,10/12/2025,Write REA *,Clean data,Review logs,Design DB,10/14/2025,Neutral,Perform regular tasks; Moderate workload management
55,Priya,Create Report (copy),Frontend redesign [updated],urgent,10/13/2025,Prepare PR *,Review logs,Refactor code,Test filters,10/14/2025,Neutral,Perform regular tasks; Moderate workload management
18,Vikram,Testing Module (copy),Module-level testing [updated],medium,10/14/2025,Review logs *,Write REA,Prepare PR,Test filters,10/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
64,Rohan,Create Report (copy),Data analytics [updated],urgent,10/6/2025,Build charts *,Test filters,Refactor code,Clean data,10/9/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
64,Rohan,Create Report (copy),Data analytics [updated],urgent,10/6/2025,Build charts *,Test filters,Refactor code,Clean data,10/9/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
70,Simran,Optimize Query (copy),Module-level testing [updated],urgent,10/12/2025,Write REA *,Clean data,Review logs,Design DB,10/14/2025,Neutral,Perform regular tasks; Moderate workload management
79,Priya,Design UI (copy),Update backend APIs [updated],high,10/30/2025,Deploy *,Refactor code,Test filters,Improve UI,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
94,Supriya,Enhance Security (copy),Improve performance [updated],high,10/28/2025,Refactor code *,Prepare PR,Review logs,Design DB,11/2/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
93,Neha,Design UI (copy),Frontend redesign [updated],low,10/20/2025,Prepare PR *,Review logs,Clean data,Test filters,10/22/2025,Neutral,Perform regular tasks; Moderate workload management
19,Anjali,Testing Module (copy),Security patching [updated],high,9/30/2025,Prepare PR *,Design DB,Refactor code,Test filters,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
37,Priya,Enhance Security (copy),Update backend APIs [updated],medium,10/30/2025,Build charts *,Design DB,Clean data,Review logs,11/1/2025,Neutral,Perform regular tasks; Moderate workload management
41,Anjali,Optimize Query (copy),Module-level testing [updated],low,9/21/2025,Clean data *,Test filters,Build charts,Prepare PR,9/25/2025,Neutral,Perform regular tasks; Moderate workload management
61,Supriya,Create Report (copy),Build analytics dashboard [updated],high,9/11/2025,Design DB *,Clean data,Build charts,Prepare PR,9/12/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
38,Vikram,Design UI (copy),Frontend redesign [updated],urgent,9/14/2025,Refactor code *,Prepare PR,Test filters,Clean data,9/17/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
68,Vikram,Create Report (copy),Frontend redesign [updated],medium,10/26/2025,Write REA *,Improve UI,Build charts,Design DB,10/29/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
43,Priya,Update API (copy),Update backend APIs [updated],low,9/16/2025,Review logs *,Build charts,Improve UI,Clean data,9/20/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
49,Neha,Enhance Security (copy),Minor bug fixes [updated],low,9/22/2025,Deploy *,Test filters,Design DB,Review logs,9/24/2025,Neutral,Perform regular tasks; Moderate workload management
8,Karan,Enhance Security (copy),Module-level testing [updated],low,10/2/2025,Deploy *,Refactor code,Improve UI,Write REA,10/4/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
22,Anjali,Update API (copy),Update backend APIs [updated],medium,10/8/2025,Clean data *,Deploy,Improve UI,Design DB,10/11/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
19,Anjali,Testing Module (copy),Security patching [updated],high,9/30/2025,Prepare PR *,Design DB,Refactor code,Test filters,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
59,Supriya,Create Report (copy),Reporting module [updated],medium,9/22/2025,Deploy *,Test filters,Prepare PR,Write REA,9/27/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
25,Priya,Bug Fixing (copy),Build analytics dashboard [updated],high,10/18/2025,Write REA *,Review logs,Build charts,Refactor code,10/21/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
54,Priya,Fix login bug (copy),Data analytics [updated],high,9/16/2025,Test filters *,Review logs,Design DB,Build charts,9/18/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
2,Raj,Fix login bug (copy),Minor bug fixes [updated],medium,10/23/2025,Refactor code *,Write REA,Deploy,Test filters,10/28/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
19,Anjali,Testing Module (copy),Security patching [updated],high,9/30/2025,Prepare PR *,Design DB,Refactor code,Test filters,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
63,Vikram,Create Dashboard (copy),Critical issue [updated],low,9/21/2025,Clean data *,Build charts,Write REA,Review logs,9/26/2025,Neutral,Perform regular tasks; Moderate workload management
99,Raj,Create Dashboard (copy),Reporting module [updated],medium,9/10/2025,Refactor code *,Build charts,Design DB,Write REA,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
100,Karan,Optimize Query (copy),Reporting module [updated],high,10/23/2025,Write REA *,Design DB,Clean data,Refactor code,10/27/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
59,Supriya,Create Report (copy),Reporting module [updated],medium,9/22/2025,Deploy *,Test filters,Prepare PR,Write REA,9/27/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
88,Supriya,Analyze Data (copy),Minor bug fixes [updated],medium,9/30/2025,Test filters *,Prepare PR,Clean data,Write REA,10/3/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
52,Neha,Enhance Security (copy),Reporting module [updated],medium,10/8/2025,Refactor code *,Design DB,Build charts,Review logs,10/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
59,Supriya,Create Report (copy),Reporting module [updated],medium,9/22/2025,Deploy *,Test filters,Prepare PR,Write REA,9/27/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
92,Neha,Bug Fixing (copy),Module-level testing [updated],medium,9/26/2025,Improve UI *,Build charts,Write REA,Refactor code,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
22,Anjali,Update API (copy),Update backend APIs [updated],medium,10/8/2025,Clean data *,Deploy,Improve UI,Design DB,10/11/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
71,Supriya,Create Report (copy),Improve performance [updated],medium,10/21/2025,Design DB *,Prepare PR,Write REA,Refactor code,10/25/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
72,Neha,Fix login bug (copy),Frontend redesign [updated],medium,9/14/2025,Write REA *,Improve UI,Prepare PR,Test filters,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
100,Karan,Optimize Query (copy),Reporting module [updated],high,10/23/2025,Write REA *,Design DB,Clean data,Refactor code,10/27/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
82,Vikram,Optimize Query (copy),Module-level testing [updated],urgent,9/11/2025,Improve UI *,Design DB,Write REA,Clean data,9/15/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
52,Neha,Enhance Security (copy),Reporting module [updated],medium,10/8/2025,Refactor code *,Design DB,Build charts,Review logs,10/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
40,Simran,Update API (copy),Frontend redesign [updated],high,9/21/2025,Build charts *,Clean data,Design DB,Improve UI,9/24/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
96,Supriya,Fix login bug (copy),Improve performance [updated],urgent,9/11/2025,Refactor code *,Test filters,Build charts,Design DB,9/14/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
31,Simran,Bug Fixing (copy),Build analytics dashboard [updated],urgent,9/21/2025,Build charts *,Clean data,Test filters,Deploy,9/23/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
55,Priya,Create Report (copy),Frontend redesign [updated],urgent,10/13/2025,Prepare PR *,Review logs,Refactor code,Test filters,10/14/2025,Neutral,Perform regular tasks; Moderate workload management
28,Supriya,Bug Fixing (copy),Update backend APIs [updated],low,10/19/2025,Design DB *,Deploy,Build charts,Write REA,10/23/2025,Neutral,Perform regular tasks; Moderate workload management
60,Raj,Analyze Data (copy),Module-level testing [updated],high,9/24/2025,Review logs *,Deploy,Clean data,Test filters,9/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
64,Rohan,Create Report (copy),Data analytics [updated],urgent,10/6/2025,Build charts *,Test filters,Refactor code,Clean data,10/9/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
21,Vikram,Enhance Security (copy),Improve performance [updated],high,9/30/2025,Test filters *,Write REA,Build charts,Prepare PR,10/2/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
42,Vikram,Bug Fixing (copy),Critical issue [updated],high,9/28/2025,Refactor code *,Improve UI,Prepare PR,Design DB,10/3/2025,Neutral,Perform regular tasks; Moderate workload management
61,Supriya,Create Report (copy),Build analytics dashboard [updated],high,9/11/2025,Design DB *,Clean data,Build charts,Prepare PR,9/12/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
92,Neha,Bug Fixing (copy),Module-level testing [updated],medium,9/26/2025,Improve UI *,Build charts,Write REA,Refactor code,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
58,Supriya,Create Dashboard (copy),Frontend redesign [updated],urgent,9/25/2025,Improve UI *,Clean data,Prepare PR,Review logs,9/28/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
85,Priya,Fix login bug (copy),Critical issue [updated],medium,10/9/2025,Clean data *,Improve UI,Design DB,Prepare PR,10/13/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
76,Vikram,Analyze Data (copy),Update backend APIs [updated],urgent,9/14/2025,Clean data *,Design DB,Refactor code,Test filters,9/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
91,Karan,Update API (copy),Module-level testing [updated],low,10/3/2025,Design DB *,Refactor code,Deploy,Write REA,10/8/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
31,Simran,Bug Fixing (copy),Build analytics dashboard [updated],urgent,9/21/2025,Build charts *,Clean data,Test filters,Deploy,9/23/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
4,Karan,Testing Module (copy),Build analytics dashboard [updated],medium,9/29/2025,Build charts *,Refactor code,Improve UI,Review logs,10/1/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
75,Anjali,Design UI (copy),Security patching [updated],high,10/20/2025,Clean data *,Test filters,Review logs,Design DB,10/24/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
37,Priya,Enhance Security (copy),Update backend APIs [updated],medium,10/30/2025,Build charts *,Design DB,Clean data,Review logs,11/1/2025,Neutral,Perform regular tasks; Moderate workload management
